29.99848,187.271
29.96592,187.302
29.9325,187.326
29.89909,187.348
29.865,187.373
29.83159,187.399
29.79684,187.423
29.76342,187.447
29.73001,187.47
29.69525,187.493
29.65983,187.515
29.62642,187.536
29.59234,187.555
29.55892,187.577
29.52551,187.597
29.49142,187.619
29.45734,187.641
29.42326,187.657
29.38984,187.672
29.35643,187.69
29.32301,187.706
29.28826,187.72
29.25351,187.738
29.21943,187.753
29.18601,187.769
29.15126,187.782
29.11784,187.792
29.09646,187.83
29.09713,187.868
29.09913,187.907
29.09913,187.946
29.10047,187.984
29.10247,188.022
29.10715,188.06
29.10916,188.1
29.10982,188.139
29.11183,188.179
29.1145,188.219
29.11918,188.257
29.12185,188.295
29.12386,188.333
29.12519,188.371
29.12586,188.409
29.12519,188.447
29.12386,188.486
29.11985,188.524
29.11985,188.564
29.1165,188.601
29.1145,188.639
29.10916,188.677
29.10581,188.717
29.1018,188.755
29.09846,188.793
29.09378,188.831
29.0871,188.87
29.08109,188.909
29.07841,188.947
29.0724,188.988
29.06571,189.028
29.05836,189.066
29.05235,189.104
29.04767,189.142
29.0323,189.181
29.01893,189.22
29.00824,189.258
28.99822,189.299
28.98819,189.342
28.97549,189.38
28.9628,189.418
28.94743,189.458
28.9354,189.496
28.92337,189.534
28.91134,189.575
28.8973,189.614
28.88394,189.652
28.87124,189.691
28.86122,189.729
28.84451,189.768
28.83047,189.807
28.81243,189.845
28.80441,189.884
28.7984,189.923
28.78904,189.96
28.78169,190.001
28.77501,190.039
28.76632,190.08
28.75963,190.119
28.75496,190.159
28.75095,190.196
28.73958,190.234
28.73223,190.274
28.72488,190.314
28.71954,190.355
28.71152,190.394
28.69815,190.433
28.68813,190.471
28.67677,190.51
28.66741,190.548
28.65338,190.587
28.64068,190.626
28.62865,190.666
28.61461,190.704
28.60192,190.742
28.58989,190.782
28.57585,190.822
28.55848,190.862
28.54244,190.901
28.52373,190.941
28.50835,190.981
28.49298,191.022
28.47694,191.06
28.45957,191.099
28.44086,191.138
28.4208,191.177
28.40477,191.216
28.38739,191.254
28.36534,191.293
28.34395,191.331
28.32123,191.369
28.30118,191.407
28.29584,191.446
28.30118,191.485
28.30519,191.525
28.31054,191.564
28.31655,191.602
28.32056,191.64
28.32724,191.68
28.33192,191.719
28.33526,191.758
28.33727,191.798
28.34128,191.838
28.34195,191.877
28.34529,191.915
28.34662,191.955
28.34729,191.994
28.34662,192.033
28.34595,192.071
28.34595,192.112
28.34462,192.152
28.34128,192.191
28.33994,192.23
28.33794,192.268
28.33459,192.307
28.33125,192.346
28.33125,192.387
28.32457,192.425
28.31855,192.463
28.3112,192.503
28.30586,192.541
28.29717,192.579
28.29249,192.618
28.28514,192.658
28.27979,192.697
28.27244,192.737
28.26576,192.775
28.25975,192.816
28.25373,192.855
28.24638,192.893
28.23969,192.933
28.23101,192.971
28.22366,193.012
28.21363,193.05
28.20361,193.089
28.19358,193.128
28.18289,193.169
28.17153,193.207
28.16084,193.246
28.14747,193.285
28.1321,193.324
28.11673,193.362
28.10737,193.404
28.09334,193.444
28.07864,193.486
28.06393,193.527
28.04923,193.566
28.02985,193.605
28.01515,193.643
27.99911,193.681
27.98173,193.721
27.96636,193.762
27.94765,193.801
27.92894,193.84
27.91223,193.878
27.89151,193.919
27.87079,193.958
27.8474,193.996
27.82335,194.036
27.79795,194.074
27.77122,194.112
27.74649,194.15
27.72176,194.188
27.69436,194.228
27.6683,194.268
27.63622,194.306
27.60682,194.344
27.57273,194.383
27.544,194.422
27.51392,194.46
27.4892,194.498
27.45845,194.537
27.42771,194.575
27.39697,194.613
27.36556,194.652
27.33883,194.691
27.30808,194.729
27.27333,194.767
27.23858,194.801
27.2045,194.828
27.16975,194.861
27.13633,194.888
27.10292,194.912
27.0695,194.936
27.04774,194.959
27.03736,194.997
27.02076,195.038
27.00277,195.078
26.991,195.117
26.97993,195.157
26.9661,195.197
26.95088,195.237
26.93635,195.275
26.94257,195.313
26.94188,195.353
26.94188,195.391
26.93635,195.43
26.93289,195.471
26.93012,195.509
26.92943,195.55
